date,city,temperature,humidity,pressure,wind_speed
2020-01-05,Jaipur,8.99,54,952,6.59
2020-01-05,Lucknow,17.32,40,989,4.088333333333334
2020-01-05,Ahmedabad,22.78,41,998,5.829999999999999
2020-01-06,Delhi,13.12,89,994,2.2566666666666664
2020-01-06,Mumbai,21.92,90,970,5.583333333333333
2020-01-06,Bengaluru,19.6,73,983,0.2833333333333333
2020-01-06,Chennai,26.99,92,952,2.763333333333333
2020-01-06,Kolkata,20.12,89,996,1.9133333333333333
2020-01-06,Hyderabad,15.04,71,983,0.6233333333333334
2020-01-06,Pune,14.24,69,995,1.3483333333333334
2020-01-06,Jaipur,10.35,63,957,3.2533333333333334
2020-01-06,Lucknow,13.74,69,988,3.9233333333333333
2020-01-06,Ahmedabad,12.43,47,1000,4.81
2020-01-07,Delhi,17.22,52,961,0.5716666666666667
2020-01-07,Mumbai,21.34,93,975,3.641666666666667
2020-01-07,Bengaluru,18.19,70,1011,1.08
2020-01-07,Chennai,25.14,58,995,3.28
2020-01-07,Kolkata,17.54,83,1016,1.6683333333333332
2020-01-07,Hyderabad,22.08,43,1013,4.825
2020-01-07,Pune,21.85,91,976,5.801666666666667
2020-01-07,Jaipur,17.17,86,1008,2.891666666666667
2020-01-07,Lucknow,20.1,93,1013,4.578333333333333
2020-01-07,Ahmedabad,22.84,50,957,3.888333333333333
2020-01-08,Delhi,10.51,80,969,1.09
2020-01-08,Mumbai,20.22,92,978,5.006666666666667
2020-01-08,Bengaluru,23.57,81,1010,1.6600000000000001
2020-01-08,Chennai,25.52,40,1005,1.9366666666666665
2020-01-08,Kolkata,25.62,44,1017,0.27
2020-01-08,Hyderabad,26.02,93,1024,5.083333333333333
2020-01-08,Pune,13.89,71,951,3.89
2020-01-08,Jaipur,20.16,44,952,0.59
2020-01-08,Lucknow,17.12,69,989,3.535
2020-01-08,Ahmedabad,21.25,64,965,4.51
2020-01-09,Delhi,12.76,76,995,1.7866666666666668
2020-01-09,Mumbai,21.01,64,964,1.155
2020-01-09,Bengaluru,12.76,67,998,4.57
2020-01-09,Chennai,24.68,51,1013,5.701666666666667
2020-01-09,Kolkata,15.23,94,1000,6.66
2020-01-09,Hyderabad,22.9,54,990,1.2383333333333333
2020-01-09,Pune,20.3,48,1001,2.0233333333333334
2020-01-09,Jaipur,16.66,83,952,5.115
2020-01-09,Lucknow,8.85,74,1005,1.2750000000000001
2020-01-09,Ahmedabad,25.15,61,964,0.5433333333333333
2020-01-10,Delhi,17.12,43,1018,2.9066666666666667
2020-01-10,Mumbai,29.45,71,994,1.4333333333333333
2020-01-10,Bengaluru,17.44,51,1023,5.0249999999999995
2020-01-10,Chennai,23.67,94,975,3.763333333333333
2020-01-10,Kolkata,16.34,52,962,5.235
2020-01-10,Hyderabad,22.98,83,994,4.596666666666667
2020-01-10,Pune,14.89,91,1023,4.07
2020-01-10,Jaipur,10.82,67,968,5.108333333333333
2020-01-10,Lucknow,16.49,81,1021,6.010000000000001
2020-01-10,Ahmedabad,16.22,94,971,1.6900000000000002
2020-01-11,Delhi,14.06,74,1010,5.573333333333333
2020-01-11,Mumbai,27.9,80,994,4.2299999999999995
2020-01-11,Bengaluru,25.74,77,1019,1.89
2020-01-11,Chennai,22.65,76,1010,3.1999999999999997
2020-01-11,Kolkata,15.43,53,975,0.10833333333333334
2020-01-11,Hyderabad,24.53,55,996,1.3133333333333332
2020-01-11,Pune,16.83,56,970,5.415
2020-01-11,Jaipur,18.6,91,1014,1.115
2020-01-11,Lucknow,16.17,60,1023,6.238333333333333
2020-01-11,Ahmedabad,18.87,52,980,4.101666666666667
2020-01-12,Delhi,12.09,51,969,4.83
2020-01-12,Mumbai,20.47,50,1024,3.4033333333333338
2020-01-12,Bengaluru,13.06,67,984,3.6733333333333333
2020-01-12,Chennai,23.08,78,997,1.5899999999999999
2020-01-12,Kolkata,17.55,40,970,5.345
2020-01-12,Hyderabad,15.69,78,1006,4.74
2020-01-12,Pune,22.32,73,989,2.89
2020-01-12,Jaipur,12.94,78,1000,0.555
2020-01-12,Lucknow,15.55,75,1004,6.553333333333334
2020-01-12,Ahmedabad,13.33,88,989,3.8333333333333335
2020-01-13,Delhi,10.08,45,1019,4.133333333333334
2020-01-13,Mumbai,24.31,74,994,4.5
2020-01-13,Bengaluru,21.2,84,995,5.298333333333333
2020-01-13,Chennai,27.28,78,977,1.7183333333333335
2020-01-13,Kolkata,16.22,69,982,1.6816666666666666
2020-01-13,Hyderabad,23.63,70,1020,0.8833333333333333
2020-01-13,Pune,18.43,72,990,5.1883333333333335
2020-01-13,Jaipur,19.17,79,1018,1.7916666666666667
2020-01-13,Lucknow,16.35,77,963,0.08333333333333333
2020-01-13,Ahmedabad,12.99,93,1003,3.025
2020-01-14,Delhi,12.11,56,1023,5.91
2020-01-14,Mumbai,28.86,66,1020,5.486666666666667
2020-01-14,Bengaluru,26.51,45,967,6.331666666666667
2020-01-14,Chennai,24.78,92,969,3.1166666666666667
2020-01-14,Kolkata,19.75,49,952,5.56
2020-01-14,Hyderabad,26.68,56,990,3.2816666666666667
2020-01-14,Pune,20.79,78,995,0.945
2020-01-14,Jaipur,16.49,60,979,0.041666666666666664
2020-01-14,Lucknow,12.36,71,991,0.9199999999999999
2020-01-14,Ahmedabad,26.61,77,989,6.091666666666666
2020-01-15,Delhi,12.95,74,974,5.638333333333333
2020-01-15,Mumbai,27.31,54,959,4.851666666666667
2020-01-15,Bengaluru,18.27,42,1008,4.421666666666667
2020-01-15,Chennai,25.72,77,1005,5.526666666666666
2020-01-15,Kolkata,20.32,52,956,2.3783333333333334
2020-01-15,Hyderabad,27.26,48,957,3.905
2020-01-15,Pune,18.51,57,970,2.733333333333333
2020-01-15,Jaipur,19.11,59,1007,2.155
2020-01-15,Lucknow,8.42,42,955,5.011666666666667
2020-01-15,Ahmedabad,23.72,61,990,0.945
2020-01-16,Delhi,13.06,77,950,0.7783333333333333
2020-01-16,Mumbai,26.75,60,998,6.651666666666666
2020-01-16,Bengaluru,15.87,74,973,0.4683333333333333
2020-01-16,Chennai,23.89,73,1014,5.113333333333333
2020-01-16,Kolkata,15.13,47,1013,6.245
2020-01-16,Hyderabad,28.6,85,1024,5.096666666666667
2020-01-16,Pune,25.38,47,971,4.6866666666666665
2020-01-16,Jaipur,12.35,42,997,2.998333333333333
2020-01-16,Lucknow,12.86,54,963,1.1483333333333332
2020-01-16,Ahmedabad,25.22,90,980,5.413333333333333
2020-01-17,Delhi,15.91,92,991,0.9283333333333333
2020-01-17,Mumbai,27.82,90,996,5.728333333333333
2020-01-17,Bengaluru,15.95,71,996,4.826666666666667
2020-01-17,Chennai,22.89,48,980,4.9816666666666665
2020-01-17,Kolkata,24.59,51,963,1.6616666666666668
2020-01-17,Hyderabad,28.35,55,977,1.8150000000000002
2020-01-17,Pune,13.9,93,956,3.6316666666666664
2020-01-17,Jaipur,17.61,58,1017,3.73
2020-01-17,Lucknow,19.52,49,970,2.716666666666667
2020-01-17,Ahmedabad,17.64,78,963,6.53
2020-01-18,Delhi,12.08,91,998,6.185
2020-01-18,Mumbai,27.28,56,994,1.6183333333333334
2020-01-18,Bengaluru,19.89,86,970,3.401666666666667
2020-01-18,Chennai,24.52,62,950,6.291666666666667
2020-01-18,Kolkata,24.15,89,990,0.37000000000000005
2020-01-18,Hyderabad,23.48,88,954,5.7316666666666665
2020-01-18,Pune,16.24,94,985,1.2733333333333332
2020-01-18,Jaipur,8.81,67,996,1.11
2020-01-18,Lucknow,10.65,66,1004,2.815
2020-01-18,Ahmedabad,15.14,57,1022,3.8466666666666662
2020-01-19,Delhi,18.11,59,1003,6.614999999999999
2020-01-19,Mumbai,21.91,62,1002,6.0683333333333325
2020-01-19,Bengaluru,20.68,46,995,2.8699999999999997
2020-01-19,Chennai,29.21,68,999,0.6533333333333333
2020-01-19,Kolkata,20.75,59,986,2.065
2020-01-19,Hyderabad,19.84,89,986,0.245
2020-01-19,Pune,24.72,48,985,1.7850000000000001
2020-01-19,Jaipur,17.83,82,959,0.01
2020-01-19,Lucknow,20.3,80,969,5.165
2020-01-19,Ahmedabad,24.97,63,973,4.711666666666667
2020-01-20,Delhi,17.42,64,975,0.37999999999999995
2020-01-20,Mumbai,26.35,78,993,6.3566666666666665
2020-01-20,Bengaluru,21.8,40,957,4.958333333333333
2020-01-20,Chennai,24.29,64,994,1.1716666666666666
2020-01-20,Kolkata,23.76,83,1019,3.7716666666666665
2020-01-20,Hyderabad,26.08,90,975,2.485
2020-01-20,Pune,25.78,52,1023,5.123333333333333
2020-01-20,Jaipur,18.91,70,1022,5.7250000000000005
2020-01-20,Lucknow,14.6,88,973,4.178333333333334
2020-01-20,Ahmedabad,18.71,63,1008,1.1033333333333333
2020-01-21,Delhi,10.14,43,988,2.9166666666666665
2020-01-21,Mumbai,29.82,84,975,5.838333333333334
2020-01-21,Bengaluru,27.31,43,964,3.1366666666666667
2020-01-21,Chennai,29.63,41,964,1.165
2020-01-21,Kolkata,14.51,43,958,3.6466666666666665
2020-01-21,Hyderabad,21.68,71,975,3.8816666666666664
2020-01-21,Pune,18.59,59,958,4.076666666666667
2020-01-21,Jaipur,15.46,49,1018,3.78
2020-01-21,Lucknow,21.43,60,998,1.3683333333333334
2020-01-21,Ahmedabad,23.46,70,973,4.55
2020-01-22,Delhi,17.28,86,995,4.6033333333333335
2020-01-22,Mumbai,25.86,51,968,5.976666666666667
2020-01-22,Bengaluru,20.16,72,979,3.6916666666666664
2020-01-22,Chennai,24.98,49,966,5.618333333333333
2020-01-22,Kolkata,16.85,77,993,5.363333333333333
2020-01-22,Hyderabad,15.84,55,956,4.97
2020-01-22,Pune,21.57,81,980,2.7550000000000003
2020-01-22,Jaipur,15.44,53,1006,3.013333333333333
2020-01-22,Lucknow,15.13,57,970,4.51
2020-01-22,Ahmedabad,21.57,82,1011,1.015
2020-01-23,Delhi,14.09,82,974,2.2866666666666666
2020-01-23,Mumbai,28.19,66,1015,3.6950000000000003
2020-01-23,Bengaluru,19.74,46,958,6.435
2020-01-23,Chennai,28.22,54,975,3.7433333333333336
2020-01-23,Kolkata,17.35,75,965,5.956666666666667
2020-01-23,Hyderabad,26.97,61,1009,4.538333333333333
2020-01-23,Pune,23.18,63,989,5.760000000000001
2020-01-23,Jaipur,17.3,58,999,1.195
2020-01-23,Lucknow,21.63,87,987,2.1233333333333335
2020-01-23,Ahmedabad,25.97,74,977,2.665
2020-01-24,Delhi,12.52,67,992,5.921666666666667
2020-01-24,Mumbai,28.89,78,964,3.8716666666666666
2020-01-24,Bengaluru,21.04,41,1010,0.7483333333333334
2020-01-24,Chennai,24.02,79,973,2.6633333333333336
2020-01-24,Kolkata,24.36,74,1013,2.8983333333333334
2020-01-24,Hyderabad,20.11,42,999,2.46
2020-01-24,Pune,15.55,50,1003,2.2666666666666666
2020-01-24,Jaipur,12.22,40,1005,3.9333333333333336
2020-01-24,Lucknow,20.53,77,992,3.1533333333333338
2020-01-24,Ahmedabad,17.08,83,1008,4.073333333333333
2020-01-25,Delhi,18.84,43,968,6.161666666666666
2020-01-25,Mumbai,26.57,48,961,0.24166666666666667
2020-01-25,Bengaluru,26.31,43,995,2.86
2020-01-25,Chennai,28.38,60,1005,0.2733333333333333
2020-01-25,Kolkata,14.96,59,1009,1.405
2020-01-25,Hyderabad,17.03,60,993,2.6783333333333332
2020-01-25,Pune,12.25,89,960,5.704999999999999
2020-01-25,Jaipur,19.46,54,984,1.6166666666666665
2020-01-25,Lucknow,18.54,80,1002,0.835
2020-01-25,Ahmedabad,21.03,72,967,5.683333333333334
2020-01-26,Delhi,13.79,59,1017,6.603333333333333
2020-01-26,Mumbai,23.82,59,1001,5.315
2020-01-26,Bengaluru,18.0,87,988,5.095
2020-01-26,Chennai,27.59,87,1014,0.08666666666666667
2020-01-26,Kolkata,25.48,45,1009,5.706666666666667
2020-01-26,Hyderabad,22.02,86,970,4.608333333333333
2020-01-26,Pune,12.31,92,958,4.923333333333333
2020-01-26,Jaipur,20.42,75,979,5.421666666666667
2020-01-26,Lucknow,10.71,46,1017,2.0933333333333333
2020-01-26,Ahmedabad,12.97,46,958,3.0399999999999996
2020-01-27,Delhi,19.95,85,973,6.621666666666666
2020-01-27,Mumbai,28.53,94,974,1.0533333333333335
2020-01-27,Bengaluru,12.56,76,1019,5.781666666666666
2020-01-27,Chennai,26.86,92,1016,4.858333333333333
2020-01-27,Kolkata,14.68,93,964,6.1883333333333335
2020-01-27,Hyderabad,19.95,91,986,5.445
2020-01-27,Pune,17.31,72,951,4.5616666666666665
2020-01-27,Jaipur,18.47,53,984,2.59
2020-01-27,Lucknow,9.3,75,1006,6.6000000000000005
2020-01-27,Ahmedabad,20.91,68,997,3.5283333333333338
2020-01-28,Delhi,10.27,89,997,5.996666666666666
2020-01-28,Mumbai,29.0,84,957,6.463333333333334
2020-01-28,Bengaluru,14.86,55,967,6.5
2020-01-28,Chennai,25.72,67,953,0.27
2020-01-28,Kolkata,14.2,49,1017,4.361666666666667
2020-01-28,Hyderabad,20.82,47,966,2.8249999999999997
2020-01-28,Pune,10.93,87,970,3.1
2020-01-28,Jaipur,21.5,64,986,6.596666666666667
2020-01-28,Lucknow,13.57,52,978,0.5433333333333333
2020-01-28,Ahmedabad,21.68,64,1013,1.6516666666666666
2020-01-29,Delhi,17.11,51,973,0.2916666666666667
2020-01-29,Mumbai,21.43,55,982,3.3516666666666666
2020-01-29,Bengaluru,17.66,45,992,6.358333333333333
2020-01-29,Chennai,23.61,66,975,3.26
2020-01-29,Kolkata,24.41,60,1011,4.0216666666666665
2020-01-29,Hyderabad,22.68,74,990,4.325
2020-01-29,Pune,11.97,76,1019,0.9483333333333334
2020-01-29,Jaipur,20.67,70,995,2.5483333333333333
2020-01-29,Lucknow,18.88,85,1001,2.8699999999999997
2020-01-29,Ahmedabad,13.46,60,996,3.315
2020-01-30,Delhi,19.01,48,976,5.666666666666667
2020-01-30,Mumbai,20.74,60,981,3.52
2020-01-30,Bengaluru,14.53,61,1019,0.05666666666666667
2020-01-30,Chennai,26.17,44,1004,2.591666666666667
2020-01-30,Kolkata,25.21,86,983,0.08333333333333333
2020-01-30,Hyderabad,22.12,62,966,5.484999999999999
2020-01-30,Pune,20.58,94,981,3.848333333333333
2020-01-30,Jaipur,10.56,49,1018,1.67
2020-01-30,Lucknow,21.8,42,977,2.9416666666666664
2020-01-30,Ahmedabad,17.31,90,1008,0.2816666666666667
2020-01-31,Delhi,12.84,81,972,4.3999999999999995
2020-01-31,Mumbai,27.23,46,1020,0.31
2020-01-31,Bengaluru,22.41,56,951,1.05
2020-01-31,Chennai,26.45,66,972,0.9983333333333334
2020-01-31,Kolkata,23.01,74,1015,6.035
2020-01-31,Hyderabad,22.04,44,984,5.586666666666667
2020-01-31,Pune,20.06,80,1013,3.7883333333333336
2020-01-31,Jaipur,15.16,42,979,3.233333333333333
2020-01-31,Lucknow,18.88,46,986,5.45
2020-01-31,Ahmedabad,20.37,44,963,6.03
2020-02-01,Delhi,23.32,70,1012,3.06
2020-02-01,Mumbai,26.73,57,973,1.5916666666666668
2020-02-01,Bengaluru,21.61,94,984,0.8416666666666667
2020-02-01,Chennai,29.41,56,972,3.1333333333333333
2020-02-01,Kolkata,17.58,44,1024,3.1916666666666664
2020-02-01,Hyderabad,21.75,81,985,5.44
2020-02-01,Pune,27.72,83,1023,3.748333333333333
2020-02-01,Jaipur,18.99,42,956,2.2483333333333335
2020-02-01,Lucknow,24.3,40,985,0.49
2020-02-01,Ahmedabad,21.68,46,993,3.435
2020-02-02,Delhi,21.16,66,1005,3.84
2020-02-02,Mumbai,24.0,62,970,0.6016666666666667
2020-02-02,Bengaluru,20.36,91,1004,4.378333333333333
2020-02-02,Chennai,26.77,59,999,2.146666666666667
2020-02-02,Kolkata,26.6,71,1011,3.7466666666666666
2020-02-02,Hyderabad,27.65,62,963,1.3083333333333333
2020-02-02,Pune,12.82,51,992,0.915
2020-02-02,Jaipur,22.43,52,985,4.4383333333333335
2020-02-02,Lucknow,12.13,86,958,1.0766666666666667
2020-02-02,Ahmedabad,22.26,41,959,5.640000000000001
2020-02-03,Delhi,24.7,45,999,3.5233333333333334
2020-02-03,Mumbai,24.8,93,980,2.271666666666667
2020-02-03,Bengaluru,25.25,49,987,2.2183333333333333
2020-02-03,Chennai,31.05,44,968,0.13166666666666668
2020-02-03,Kolkata,20.18,56,1012,5.133333333333334
2020-02-03,Hyderabad,30.47,78,995,1.2516666666666667
2020-02-03,Pune,28.33,64,1020,1.8216666666666665
2020-02-03,Jaipur,13.8,89,958,3.0316666666666667
2020-02-03,Lucknow,15.86,61,1004,0.9816666666666666
2020-02-03,Ahmedabad,18.61,54,1017,4.838333333333334
2020-02-04,Delhi,23.69,55,967,0.10166666666666667
2020-02-04,Mumbai,29.3,88,950,1.8933333333333333
2020-02-04,Bengaluru,24.69,86,959,1.4383333333333335
2020-02-04,Chennai,24.38,83,1017,6.52
2020-02-04,Kolkata,23.69,63,991,3.9883333333333333
2020-02-04,Hyderabad,19.95,90,959,6.5616666666666665
2020-02-04,Pune,13.66,72,990,0.255
2020-02-04,Jaipur,12.54,51,986,3.3083333333333336
2020-02-04,Lucknow,24.15,84,1024,5.081666666666666
2020-02-04,Ahmedabad,17.07,75,986,6.114999999999999
2020-02-05,Delhi,23.8,52,950,3.703333333333333
2020-02-05,Mumbai,26.88,40,1003,5.291666666666667
2020-02-05,Bengaluru,29.88,69,979,6.383333333333333
2020-02-05,Chennai,31.86,63,987,3.4600000000000004
2020-02-05,Kolkata,25.46,45,977,5.4433333333333325
2020-02-05,Hyderabad,28.54,47,1017,4.43
2020-02-05,Pune,21.85,58,1012,5.336666666666667
2020-02-05,Jaipur,18.56,91,1016,5.905
2020-02-05,Lucknow,24.91,93,1003,3.6666666666666665
2020-02-05,Ahmedabad,18.13,56,1002,2.67
2020-02-06,Delhi,23.95,74,1006,1.9016666666666666
2020-02-06,Mumbai,25.1,63,984,1.145
2020-02-06,Bengaluru,28.57,46,969,5.32
2020-02-06,Chennai,30.93,70,988,0.775
2020-02-06,Kolkata,18.61,42,985,4.885
2020-02-06,Hyderabad,25.73,65,1005,1.3616666666666666
2020-02-06,Pune,27.28,57,982,0.6816666666666666
2020-02-06,Jaipur,23.15,93,956,2.466666666666667
2020-02-06,Lucknow,22.12,68,962,2.86
2020-02-06,Ahmedabad,26.19,49,961,6.423333333333333
2020-02-07,Delhi,12.0,65,986,1.29
2020-02-07,Mumbai,25.02,65,1000,6.256666666666667
2020-02-07,Bengaluru,20.23,43,994,5.863333333333333
2020-02-07,Chennai,30.16,69,994,5.808333333333334
2020-02-07,Kolkata,19.9,88,979,3.1216666666666666
2020-02-07,Hyderabad,23.54,68,992,6.623333333333334
2020-02-07,Pune,14.98,47,974,1.1133333333333333
2020-02-07,Jaipur,20.43,63,986,3.025
2020-02-07,Lucknow,10.37,82,967,4.351666666666667
2020-02-07,Ahmedabad,25.89,73,1001,0.7783333333333333
2020-02-08,Delhi,18.06,63,974,2.8000000000000003
2020-02-08,Mumbai,26.0,57,998,3.768333333333333
2020-02-08,Bengaluru,24.42,69,978,2.716666666666667
2020-02-08,Chennai,29.89,82,950,5.841666666666666
2020-02-08,Kolkata,17.86,60,979,6.243333333333333
2020-02-08,Hyderabad,19.96,92,996,5.1450000000000005
2020-02-08,Pune,19.09,54,1002,5.829999999999999
2020-02-08,Jaipur,13.09,40,977,1.0366666666666666
2020-02-08,Lucknow,19.59,55,955,5.4816666666666665
2020-02-08,Ahmedabad,21.64,92,993,2.5766666666666667
2020-02-09,Delhi,14.5,53,1010,1.6983333333333333
2020-02-09,Mumbai,23.52,86,985,1.1266666666666667
2020-02-09,Bengaluru,29.84,58,1024,5.206666666666666
2020-02-09,Chennai,31.86,83,978,4.243333333333333
2020-02-09,Kolkata,18.28,57,968,5.783333333333334
2020-02-09,Hyderabad,22.57,40,1001,1.0166666666666666
2020-02-09,Pune,19.34,55,950,0.9766666666666667
2020-02-09,Jaipur,21.6,63,951,2.7933333333333334
2020-02-09,Lucknow,14.02,63,1004,0.36333333333333334
2020-02-09,Ahmedabad,27.99,79,962,4.26
2020-02-10,Delhi,17.49,73,962,3.56
2020-02-10,Mumbai,31.72,41,969,6.656666666666666
2020-02-10,Bengaluru,27.98,69,973,2.3033333333333332
2020-02-10,Chennai,29.78,46,951,4.67
2020-02-10,Kolkata,22.8,62,1012,3.77
2020-02-10,Hyderabad,25.98,91,959,5.2700000000000005
2020-02-10,Pune,17.05,92,983,1.9133333333333333
2020-02-10,Jaipur,18.92,80,1014,0.5783333333333334
2020-02-10,Lucknow,11.43,71,1010,3.9316666666666666
2020-02-10,Ahmedabad,26.98,84,958,5.053333333333334
2020-02-11,Delhi,18.79,84,963,0.041666666666666664
2020-02-11,Mumbai,26.72,94,975,1.2016666666666667
2020-02-11,Bengaluru,17.34,60,1020,2.183333333333333
2020-02-11,Chennai,27.54,83,1016,1.7633333333333334
2020-02-11,Kolkata,18.63,60,957,3.8433333333333333
2020-02-11,Hyderabad,25.26,55,975,0.9066666666666667
2020-02-11,Pune,22.75,77,978,6.62
2020-02-11,Jaipur,17.82,83,1020,3.2383333333333333
2020-02-11,Lucknow,21.86,74,990,4.506666666666667
2020-02-11,Ahmedabad,25.34,54,966,1.4833333333333334
2020-02-12,Delhi,24.51,79,1005,5.37
2020-02-12,Mumbai,31.0,42,992,5.695
2020-02-12,Bengaluru,27.78,46,977,2.7216666666666662
2020-02-12,Chennai,26.78,69,1022,5.918333333333333
2020-02-12,Kolkata,25.37,93,953,0.375
2020-02-12,Hyderabad,23.76,65,1006,3.061666666666667
2020-02-12,Pune,16.04,90,978,1.4716666666666667
2020-02-12,Jaipur,23.91,48,973,5.466666666666666
2020-02-12,Lucknow,12.04,66,991,5.24
2020-02-12,Ahmedabad,25.88,75,1024,0.3233333333333333
2020-02-13,Delhi,20.34,63,976,6.010000000000001
2020-02-13,Mumbai,25.25,92,996,6.37
2020-02-13,Bengaluru,25.38,50,1006,6.19
2020-02-13,Chennai,24.99,61,978,4.1049999999999995
2020-02-13,Kolkata,18.49,41,1018,1.8399999999999999
2020-02-13,Hyderabad,18.58,89,1005,5.8066666666666675
2020-02-13,Pune,25.39,94,1020,4.191666666666666
2020-02-13,Jaipur,19.48,74,1010,1.2366666666666666
2020-02-13,Lucknow,20.05,43,1015,5.175
2020-02-13,Ahmedabad,29.19,62,988,0.9266666666666666
2020-02-14,Delhi,21.99,46,1017,4.013333333333333
2020-02-14,Mumbai,27.26,77,976,4.1499999999999995
2020-02-14,Bengaluru,16.95,58,954,3.733333333333333
2020-02-14,Chennai,27.08,80,1005,3.3066666666666666
2020-02-14,Kolkata,21.2,79,1020,1.1983333333333335
2020-02-14,Hyderabad,23.49,78,1007,2.6750000000000003
2020-02-14,Pune,14.49,55,992,0.21166666666666667
2020-02-14,Jaipur,16.81,72,983,4.25
2020-02-14,Lucknow,13.63,60,1012,6.098333333333334
2020-02-14,Ahmedabad,24.07,70,996,2.205
2020-02-15,Delhi,13.63,69,1001,5.406666666666666
2020-02-15,Mumbai,28.74,86,1018,5.601666666666667
2020-02-15,Bengaluru,29.11,56,982,0.17333333333333334
2020-02-15,Chennai,24.12,59,962,2.0233333333333334
2020-02-15,Kolkata,19.69,77,974,0.435
2020-02-15,Hyderabad,24.92,73,1021,4.7700000000000005
2020-02-15,Pune,20.5,43,1008,0.25
2020-02-15,Jaipur,19.94,72,1014,5.708333333333333
2020-02-15,Lucknow,14.6,57,970,6.2749999999999995
2020-02-15,Ahmedabad,17.33,77,998,1.62
2020-02-16,Delhi,23.65,86,1005,0.35000000000000003
2020-02-16,Mumbai,23.69,41,975,1.3066666666666666
2020-02-16,Bengaluru,16.7,56,987,4.403333333333333
2020-02-16,Chennai,27.57,71,1015,6.29
2020-02-16,Kolkata,23.3,66,1024,1.8
2020-02-16,Hyderabad,20.91,93,996,0.3833333333333333
2020-02-16,Pune,29.32,50,1022,2.8066666666666666
2020-02-16,Jaipur,21.57,55,994,1.1733333333333333
2020-02-16,Lucknow,20.01,59,1013,6.234999999999999
2020-02-16,Ahmedabad,29.15,55,977,5.478333333333333
2020-02-17,Delhi,12.97,50,952,0.8483333333333333
2020-02-17,Mumbai,25.47,66,988,2.5116666666666667
2020-02-17,Bengaluru,16.81,41,976,1.9983333333333333
2020-02-17,Chennai,28.76,60,951,2.8249999999999997
2020-02-17,Kolkata,26.73,50,1004,5.566666666666666
2020-02-17,Hyderabad,26.51,76,982,3.466666666666667
2020-02-17,Pune,12.71,57,1009,1.055
2020-02-17,Jaipur,18.91,68,952,0.785
2020-02-17,Lucknow,22.28,66,1015,5.73
2020-02-17,Ahmedabad,16.27,44,995,3.861666666666667
2020-02-18,Delhi,22.97,93,1005,0.9433333333333334
2020-02-18,Mumbai,26.6,83,973,3.6666666666666665
2020-02-18,Bengaluru,25.42,71,999,6.516666666666667
2020-02-18,Chennai,27.86,91,970,0.9700000000000001
